"Year","OPR","DPR","CCWM"
2007,-0.030882088561778,-0.874577138301904,-0.68050179569139
2008,-0.149350415896249,-1.54686871512042,-1.4359483307138
2009,-0.0118755043148449,-0.319709332434908,-0.218176304315104
2010,0.779486328644472,-0.0202322183121171,0.689744658606846
2011,1.50023836630828,0.41530666957897,1.8178159033758
2012,1.02413161805422,0.274561280316873,1.42976954704614
2013,0.993902470345323,0.696281722038048,1.75692810264612
2014,1.78180399617918,-0.776370812884748,1.11442224686101
2015,0.761694501764951,-0.618230848321791,0.340950658322644
2016,1.75435465336069,-1.39603775410849,0.915760939995512
2017,0.442840750716258,-0.0370435401318856,0.520921980085301
2018,0.605637714798572,-0.520667703992074,0.15280244215726
2019,0.0436673187108889,-1.03361292015208,-0.843677485516675
