"Year","OPR","DPR","CCWM"
2007,0.466117454362549,0.477069056264213,0.663416859078309
2008,1.01058778334733,0.222909146191483,1.16415347391014
2009,1.14438449512193,-0.530634175421509,0.487704794850615
2010,0.402223999917659,0.0961887115389074,0.442956122564367
2011,0.308467167396377,-0.450515613006413,-0.0515708778178288
2012,0.597362661980236,-1.89461427202289,-1.02260402762125
2013,1.1201585669078,-1.39280756777408,0.0881173255347172
2014,0.960848135685246,0.560688188797241,1.30448951329402
2015,1.99270558463155,-1.62735313309506,0.880537361467506
2016,0.791888388057627,-1.10893579693886,-0.0686324928596584
2017,1.1844954471593,-1.88584225493708,-0.288497557610629
2018,1.40206265251465,-0.197714505134451,0.894888190431421
2019,0.948278042474893,-1.77710893965027,-0.375915181013645
