"Year","OPR","DPR","CCWM"
2007,5.15391418230729,0.419440364710231,3.66891324586136
2008,3.78347723725554,-1.72059635736071,2.22524683104959
2009,0.270323849384536,-0.656551634820833,-0.232897325679882
2010,3.94650640061981,-0.825838850790292,2.9016415748058
2011,3.40673710911001,-0.315502965417054,3.1289893182525
2012,3.6775242171127,-2.34979371954592,2.12015577907126
2013,1.12145065275561,-0.23011842864425,1.09983883776293
2014,2.39624917654265,-0.67038830009825,1.76718434758907
2015,3.37101617164186,-1.98792911554051,2.36744043966975
2016,4.27751927359121,-2.77911377425851,2.8617662186496
2017,2.51881940875193,-1.26621726354538,1.96939595051055
2018,1.94710199473288,2.13640497599302,2.53757023299659
2019,2.70386396553381,-0.842997427059796,2.59568617365588
