"Year","OPR","DPR","CCWM"
2008,-0.553590351619515,0.188264846289415,-0.378597397488908
2009,-1.30283530887481,1.91378698580049,0.303007664159286
2010,-0.456098782050374,0.42010390607075,-0.070325953821657
2011,0.543483725153246,0.995231992312137,1.32901133775935
2012,0.397908338801922,-0.0235718102282867,0.437827116447381
2013,1.01324905141618,-1.68454725313413,-0.289276148171497
2014,-0.252833687646868,-0.227561677880406,-0.400744827568414
2015,0.810827591215879,-0.375751129923948,0.686944632126299
2016,-0.474696435536014,1.04540830906567,0.424349325910949
2017,0.65404808280323,0.0154998015675688,0.83545723171808
2018,0.449162871855287,0.386221879615703,0.528119481883913
2019,-2.64014604130698,2.74607629825177,-0.864951076658741
