"Year","OPR","DPR","CCWM"
2007,-1.09217251860159,-3.10725092698685,-3.05673023224317
2008,-0.967339742443722,-2.08301781845943,-2.67521179476963
2009,-0.881835128762769,-0.500214536835738,-0.971556146592353
2010,-1.53017585581216,1.00339767004057,-0.567366169214019
2011,-0.234797418660606,-0.86780166322387,-0.921664350986752
2012,0.127724710415838,0.356020827948131,0.469055569859091
2013,-1.07259503638901,1.40928134192645,-0.0186767942776674
2014,-1.28885652610054,-0.244563386467493,-1.38521714713871
2015,-0.611462171750879,0.189821767496657,-0.625374793362902
2016,-0.810389640306434,0.0727090617049705,-0.99901293081218
2017,-0.952868816185022,0.646039924618575,-0.587799738559544
2018,-0.709794604944805,-0.62554456780435,-0.842736802803272
2019,-0.0388146396155403,0.752454410312006,0.605538138660212
