"Year","OPR","DPR","CCWM"
2007,-0.55788682697876,0.778558468765678,0.2250515045391
2008,-0.232868789201546,0.247865838341464,-0.0184417316933061
2009,-0.0983589543082585,0.0866865794187759,-0.0149986147579881
2010,-0.647858739651042,-0.92879739585813,-1.34516460183744
2011,0.893699571320393,-0.630070174416916,0.3864569066507
2012,-0.750202145585675,1.6299585393205,0.607122321425457
2013,0.122050164740538,1.21883237136139,1.20046338470587
2014,-0.663286014360693,-0.0751966200106962,-0.676481439047701
2015,1.12434607749237,0.0938753414129418,1.65816601139112
2016,-0.0928925097973064,0.201590227487444,0.0800363039762254
2017,1.05895162419652,-1.292732603372,0.112220417366478
2018,-0.64349352118024,-0.977905745649148,-0.984631479528984
2019,1.04002513798393,-1.34719328435717,0.11026414146102
