"Year","OPR","DPR","CCWM"
2007,0.925940373089124,0.277308889101924,0.81164855658175
2008,0.72158104346776,0.623312807955231,1.21872725104647
2009,1.31702603619992,-0.676048188907835,0.518447370827525
2010,0.767603038849126,-0.380973655243353,0.384508528136787
2011,2.48592171590555,-1.14408211671803,1.55794263065737
2012,3.94612202340364,-1.70488929838635,3.01277663577396
2013,2.32024903751898,-0.876362797116907,1.92776637030808
2014,1.13064806677543,-0.427518718890391,0.753945916269901
2015,3.33804274288267,-1.34485221021547,3.05988879512816
2016,1.85423989643362,-0.74233529159589,1.70599754480607
2017,0.641645872765841,0.168590337129939,0.96399290584873
2018,1.07501740131431,0.244252420753377,0.898734354582972
2019,1.15195773560532,-0.15294371244796,1.28490640119279
