"","OPR"
"frc416",12.1526486172537
"frc638",16.9420473669593
"frc116",9.58760795091358
"frc769",15.8361312372115
"frc976",15.5408775836564
"frc925",6.85588381833882
"frc600",15.8601875967726
"frc422",13.943108969612
"frc833",14.3173911713533
"frc628",6.18826705828431
"frc961",11.835150946616
"frc948",15.2200438120787
"frc633",10.077979854992
"frc950",13.1921479297263
"frc997",14.866186200663
"frc957",9.09976681083764
"frc443",17.4623026044695
"frc998",22.0478383042909
"frc800",12.4176058757688
"frc949",12.6037512446624
"frc953",15.64067196615
"frc488",8.04464394269874
"frc847",15.1395781548778
"frc824",14.2814565515757
"frc805",13.4119140605349
"frc583",10.6473858663024
"frc473",15.1445385875214
"frc959",14.9826666807544
"frc956",11.8999819989002
"frc360",16.4494682862904
"frc960",8.34831773515855
