"","CCWM"
"frc74",-2.30335913675481
"frc224",3.61811820038192
"frc545",1.56004169947766
"frc358",8.85465422295903
"frc56",-6.24228424686825
"frc870",-4.74959647043961
"frc569",0.43670922966335
"frc263",-2.0469108833265
"frc533",-2.97192698471845
"frc417",-6.81333037878693
"frc601",3.87524665767619
"frc564",-0.662164249882753
"frc502",-9.66333661100281
"frc884",-3.81820971761401
"frc352",-7.01290778446191
"frc506",-3.71820971761407
"frc270",4.24429881154256
"frc136",-5.35184440840058
"frc871",-2.86333661100282
"frc341",-3.63037186348759
"frc570",-3.69265268997698
"frc496",6.03747531580566
"frc30",3.59516660895487
"frc329",1.07845531963584
"frc381",-4.35980052251972
"frc353",7.44400125905614
"frc28",4.60822169115795
"frc889",1.61901176970176
"frc514",-5.95599874094385
"frc810",-0.358244106110355
"frc27",3.14164366089809
"frc808",-0.81132548772826
"frc904",5.92997142346277
"frc288",-0.0733562694203478
"frc518",4.44103851157036
"frc535",-1.18762851042621
"frc888",-4.48392365883762
"frc128",-10.2257107279335
"frc688",-12.3648301780362
"frc493",0.0761714753821714
"frc317",4.31224640202939
"frc171",5.0407236479592
"frc650",-10.2201877354061
"frc942",-3.6894066611595
"frc892",2.52685609666297
"frc936",0.309676749278427
"frc31",2.17028232420327
"frc876",-6.60060337263212
"frc969",-10.4048400084958
"frc476",-0.224780823535401
"frc967",0.868780328069366
"frc874",2.24130613787809
"frc934",5.94154338172507
"frc931",-3.10660582645848
"frc807",4.2326209921231
"frc933",3.52143132479603
"frc943",6.96501201830984
"frc982",-1.57239850991081
"frc906",-5.30397975130962
"frc935",1.35367550420948
"frc932",-0.41824698610742
"frc770",6.94402296287098
"frc873",-6.5009368647052
"frc765",-4.36544534398593
"frc525",1.6640323636151
"frc938",-2.03017361165194
"frc462",-0.416698558951641
"frc879",-2.54494837339869
"frc877",-0.962889392806019
"frc880",15.8541053028134
"frc939",-7.7108819904594
"frc875",-5.95270567705001
"frc81",-11.5962015019264
"frc878",-9.29614915294265
"frc662",-9.84677888161706
"frc909",-14.46555931004
"frc937",-8.59287656879673
"frc755",-4.22994588605495
"frc34",1.82327541029351
"frc764",9.55590846480084
"frc16",9.06656029136192
"frc940",6.55680299185367
"frc869",4.99038917956768
"frc881",-1.2778291361669
"frc941",7.32647306025184
"frc356",-2.70978660785119
"frc382",-3.2074282325491
"frc383",-7.41341353226216
"frc291",-0.567940646265862
"frc165",1.60860188193328
"frc609",-0.33028638050255
"frc955",-5.05193093109178
"frc378",1.76910149544988
"frc159",-1.63485550781316
"frc84",9.75003059006856
"frc276",-7.2421027552407
"frc174",-0.629465262630255
"frc753",3.3731321048191
"frc400",7.08595414582778
"frc781",6.35355321398673
"frc752",1.13540622831103
"frc540",-1.77491609759248
"frc954",-0.662332453411908
"frc541",-10.6519009792582
"frc384",-3.41202558616474
"frc75",-1.24381466021831
"frc365",3.84488630728189
"frc398",5.52778157303976
"frc374",-5.16298844465005
"frc522",-0.312816904320643
"frc714",1.13108907347974
"frc284",0.639994661505753
"frc281",6.11897838437433
"frc158",-3.09788730389145
"frc568",-3.6799867254392
"frc964",2.56150708296061
"frc7",5.6827475708774
"frc339",7.38691213185892
"frc102",2.75096666089976
"frc529",-7.72123837873555
"frc303",1.69267959916827
"frc885",-0.575841684062244
"frc211",-2.57861767538457
"frc203",-4.45044212609561
"frc613",-8.22241854959595
"frc663",-3.42855427737588
"frc637",-4.79910659251036
"frc219",-5.22015128532711
"frc209",-8.69978985208511
"frc223",-7.08216911818313
"frc11",1.23994540263605
"frc551",-6.32966609179516
"frc555",-2.32470179796526
"frc550",-2.57727181594568
"frc549",5.16823710997836
"frc679",-3.5620218687618
"frc335",-3.59099169093369
"frc574",-12.4661516810881
"frc694",-7.02958654395651
"frc354",-0.0639890114316106
"frc421",-0.383946677989435
"frc640",11.338429231866
"frc340",4.19579740674953
"frc331",-8.34420656327494
"frc759",1.65876716191107
"frc19",-7.59137227376869
"frc743",-12.0246056749803
"frc639",-1.62406364143508
"frc371",4.28062020683913
"frc711",-6.98954566897508
"frc334",-3.49410881725906
"frc333",-1.68954566897512
"frc806",4.87981158783392
"frc655",-1.27562605140558
"frc887",-7.30101314897689
"frc375",5.89398559893323
"frc380",9.36047477257134
"frc713",9.01539799581258
"frc896",-19.4241817343671
"frc41",2.48202965821425
"frc859",9.30535372180202
"frc234",-6.45446725952825
"frc48",1.52475886523047
"frc872",1.16066115650842
"frc963",7.88543674488134
"frc448",-2.96256573833901
"frc191",-3.71819122965894
"frc642",-6.77639904134803
"frc695",-4.74867119349992
"frc117",0.396768653868765
"frc652",-0.031639101355033
"frc254",3.07606512826723
"frc306",-8.53435481020314
"frc229",1.47936258682546
"frc578",-3.20476407765548
"frc883",0.640453343482053
"frc970",1.65355883552031
"frc979",-0.518902636779115
"frc120",-7.66265714848273
"frc966",0.687180799395934
"frc779",2.25377903519233
"frc829",2.48190327392439
"frc758",6.20975757833094
"frc610",1.57332015781769
"frc865",-3.0972514528506
"frc891",2.939307705949
"frc222",-4.12804054262943
"frc773",-2.9929368741762
"frc849",-3.81588133909909
"frc783",4.37730626505878
"frc912",2.36333019334545
"frc772",-2.86578926505424
"frc913",-9.51591825485708
"frc296",5.50909058848405
"frc776",-5.2561529826029
"frc919",-1.36713916642849
"frc907",-3.64275845663928
"frc843",-0.257311372295863
"frc641",-7.03820100849506
"frc771",-5.63123010562825
"frc886",-3.75984681349717
"frc897",-6.67223496783655
"frc918",5.2521555068403
"frc63",4.1526011170096
"frc820",-1.68546727721052
"frc917",-3.35661069885089
"frc854",-4.37619130026557
"frc914",1.99238210207215
"frc915",-4.02845724933256
"frc863",-2.28396966541805
"frc643",2.94172390333093
"frc122",2.17444383154535
"frc484",-1.12531657285982
"frc433",2.93069083030331
"frc834",-11.6104469958439
"frc225",-1.67311843430362
"frc651",-2.16995034521321
"frc316",1.03484096154345
"frc419",-8.86356428884054
"frc300",2.43239716290513
"frc920",-9.8158653470596
"frc444",-2.69933657671769
"frc565",-1.84879193636708
"frc87",5.82956534343544
"frc708",7.00391350614387
"frc802",-7.1384538438899
"frc357",-1.84468560321183
"frc204",-2.68612536498591
"frc561",6.3070328014361
"frc367",11.561626371716
"frc816",3.11951981888721
"frc612",3.36585180946187
"frc486",6.12093864801921
"frc304",-5.74734873966415
"frc709",-1.99050864911398
"frc563",0.278243007007502
"frc487",4.31647250284179
"frc528",-3.19175724409466
"frc272",4.56474025508066
"frc618",-8.07944775409997
"frc104",-0.567148275842721
"frc115",0.633378270907209
"frc298",4.969007175723
"frc409",-11.7428703948798
"frc973",-1.12098456842368
"frc8",5.19013154590478
"frc100",-0.465797505931016
"frc190",1.8189803563488
"frc852",2.31764850959601
"frc581",-3.34130408332734
"frc751",-8.70594109999842
"frc480",-3.08290917456132
"frc675",3.49187937457478
"frc827",-2.94494914749848
"frc840",3.83705345921702
"frc258",0.458213339953403
"frc831",-2.09228992484799
"frc481",-3.72890676501053
"frc192",3.0606251285964
"frc692",-8.9240315579128
"frc632",2.61571201698482
"frc636",-3.4975372537445
"frc814",-0.0434311734275177
"frc645",-1.89223825687363
"frc253",3.94692593115294
"frc668",-2.64724003922751
"frc649",-4.0885111078403
"frc971",2.1150951418879
"frc846",5.92349096895259
"frc766",-2.59698867850595
"frc605",-12.5541549628431
"frc841",-2.55076728420384
"frc255",-2.94779493058313
"frc604",1.51610639721419
"frc972",-5.04235959924383
"frc359",0.7254444175278
"frc457",1.7725882789377
"frc456",-4.03289078132284
"frc607",4.80483871927867
"frc922",-3.54093096929496
"frc624",-2.47554184795151
"frc704",-6.2936144381161
"frc635",9.85500718489579
"frc437",-1.01995688635646
"frc446",-0.148455490095939
"frc899",5.40807634482685
"frc908",-10.7048328683738
"frc653",-4.6797233212471
"frc659",-6.61106594711221
"frc660",-1.45875420460949
"frc750",0.71867062511838
"frc148",-12.9043342971156
"frc215",1.95167923992068
"frc644",-1.49776895393824
"frc231",-4.61118373683671
"frc647",-1.95695398882832
"frc364",0.97103058244284
"frc418",0.822231605198661
"frc434",-2.82283544480961
"frc438",-2.87838505377549
"frc441",0.878897922327011
"frc442",4.51326868755609
"frc499",-6.03847476693309
"frc513",-5.99919810328628
"frc590",10.9453080230268
"frc623",6.54952641765415
"frc686",-5.85910220592176
"frc926",-1.71153124169356
"frc602",-1.06013810376123
"frc927",-10.3862344807262
"frc615",-0.847469443290578
"frc977",-1.32087497366066
"frc405",-5.51341242508585
"frc928",7.82464937939868
"frc616",-7.20226743862243
"frc346",-3.5074183164209
"frc401",-5.8186843165322
"frc587",4.13049855439093
"frc435",-1.63287785270989
"frc845",3.73443010347409
"frc449",8.72334525706509
"frc900",3.91416882986798
"frc617",0.67372274654808
"frc768",2.47719913051086
"frc619",-4.85973139153826
"frc837",-0.427878264046182
"frc620",-2.14224227009447
"frc825",10.1031610620681
"frc622",-4.30780698095777
"frc975",6.65842379500255
"frc614",5.78870037153012
"frc836",-0.9333494116488
"frc905",3.79242214745391
"frc611",-2.94517177296396
"frc497",1.76227052043523
"frc510",6.39886416966992
"frc337",-0.480547290201697
"frc404",-5.77176882554317
"frc53",5.97053674704963
"frc539",-15.1381920919241
"frc345",-7.70924547885797
"frc414",-11.5451518999669
"frc416",-4.49243277154851
"frc638",-4.1968150630452
"frc116",-7.29454814971212
"frc769",-0.908284221578908
"frc976",-1.85319349937111
"frc925",-8.68863474438592
"frc600",-4.37066996207011
"frc422",1.29042942307608
"frc833",8.1308383999027
"frc628",-6.46411465801322
"frc961",1.46547927420703
"frc948",-2.57987506804773
"frc633",-1.67895976198535
"frc950",9.68646711028895
"frc997",-2.92556136346934
"frc957",-8.08993528486988
"frc443",3.70203126772999
"frc998",15.1409851264899
"frc800",1.4340268767477
"frc949",1.20345107295425
"frc953",7.1481902396692
"frc488",-1.96805648068669
"frc847",3.0343004254266
"frc824",3.81865088829805
"frc805",0.494725086202504
"frc583",-6.16082744954941
"frc473",-3.49480708922909
"frc959",0.694176382997407
"frc956",1.25331736926185
"frc360",-6.02860421980215
"frc960",-9.92927767067798
