"Year","OPR","DPR","CCWM"
2010,-0.13014291724047,0.656865309688951,0.418274706141805
2011,-0.789747230929174,0.949957466187371,-0.0294527298464487
2012,-1.24286933770381,1.86933090175488,0.254943486350126
2013,-0.596421279180121,1.97738152447325,1.02682151060302
2014,-0.932816524475532,0.60421570787509,-0.441357417885106
2015,-0.183243208515844,-0.739382661739516,-1.10111477962428
2016,0.818310950273578,-1.11751563792998,-0.042310677912707
2017,-1.19831400075432,0.217186189354756,-1.29951912270979
2018,-2.21528401600911,1.60068547607667,-0.722069103179927
2019,-0.523726688189,1.29116981653705,0.476495242216594
