"Year","OPR","DPR","CCWM"
2007,0.192281888083772,-0.591209261641718,-0.321374249234419
2008,-0.463232186669119,0.704800444972365,0.140082623713881
2009,-1.00741158322314,0.787817207743482,-0.219177750341805
2010,0.749288661470975,-0.417792088835127,0.337860162788115
2011,-0.614526699653696,-0.0716254144554498,-0.666441909935039
2012,-0.357920003973057,1.5644151865516,1.00053449391203
2013,0.31411130641796,-1.32759676179452,-0.789446341761811
2014,-0.0838256741367474,0.896064255559727,0.565034388061061
2015,-0.246724365997637,-0.429543355018748,-0.833119333903981
2016,-0.0954556197177031,-1.13795633136896,-1.27187300398316
2017,-0.821086522679943,-2.45529083031308,-3.34162798284684
2018,0.279831238293327,-1.42273581879691,-0.564273041868546
2019,0.401667353809976,0.569933663080411,0.989162049329397
