"Year","OPR","DPR","CCWM"
2008,-1.91095113892783,0.431860653572251,-1.48889913911341
2009,-0.800859348105789,0.232592584065026,-0.432230062005895
2010,-0.347023263153247,-0.222421708485472,-0.495983617407798
2011,-0.243253354721405,-0.156165799670881,-0.365245765857481
2012,0.316845315596718,0.589333549405978,0.898080317578228
2013,0.057808636192652,-1.03381649696698,-0.831249333159978
2014,-0.508954979856563,-0.154956562758896,-0.588945714679534
2015,0.262494031285051,-2.19510240797097,-2.1568633048232
2016,-1.19088252225711,1.93548353108662,0.372815507962194
2017,-0.571219077862528,0.0786295926021014,-0.642899942203837
2018,0.195344325435017,1.17496515929733,0.770483555430939
2019,-0.0999901904080716,-0.0561171803827481,-0.171779313295065
