"Year","OPR","DPR","CCWM"
2007,1.44077077644171,0.761608537910031,1.51220905400582
2008,-0.102640089323784,-2.12333417324451,-1.87200454972595
2009,-0.956696055659367,-0.892842384224008,-1.28349731920281
2010,1.83736198553037,0.602488727557258,2.15656169219583
2011,1.0699223322458,-1.30759266905521,0.0235335862493174
2012,0.842371678615823,-1.95855523164906,-0.797674660577758
2013,1.05869824518169,-0.962001036158591,0.391197928888614
2014,0.340775961237699,-0.172249107521683,0.196064609273884
2015,-0.315631285331786,0.513629786685285,0.154132052074642
2016,0.586636491897049,-0.0792695903847097,0.696365525133329
2017,0.595768799456477,-0.0613648238266721,0.689962232233145
2018,-0.637848606675914,-0.718982104320914,-0.841547601201721
2019,1.91257249847533,-0.251271322527808,2.13561235688214
