"Year","OPR","DPR","CCWM"
2007,-0.227052496707942,0.0173361513207075,-0.134587376329044
2008,-1.61951156718507,0.260696267273512,-1.34973767828483
2009,1.10997734625518,-0.315178600462985,0.603775587966066
2010,-0.430891425208133,0.359370606092937,-0.0970625308748475
2011,0.120454533404381,0.524130705649574,0.535476550906159
2012,2.44794697982777,-0.702555877923374,2.18976525973897
2013,1.11092319005283,-0.272894473178947,1.05047056161747
2014,1.64480297085454,-1.66252021673571,0.34927482627584
2015,0.585337724802606,-0.406069308108012,0.341210079104801
2016,1.19998710039861,-0.944842033054329,0.636506837667305
2017,2.82394322464872,-2.86664650672346,0.845890681863922
2018,2.79479239034794,1.87266120802861,3.00117724106275
2019,2.88411010161851,-0.804964847720894,2.85053362336747
