"Year","OPR","DPR","CCWM"
2007,-0.217592674735907,-2.21188100212058,-1.81177359823918
2008,-0.0722349253792241,-0.239989168691273,-0.270265000184758
2009,0.965736963717885,1.35594144240157,1.5935681798786
2010,-0.448244806658889,-0.478086782704744,-0.796392753276368
2011,0.37631833275604,0.770629502749835,0.984926476703671
2012,0.351927878910978,-1.1087920689784,-0.595772538887372
2013,-0.0930946673890153,-0.818991955770023,-0.819494702342842
2014,0.369323975188356,-0.220939066056969,0.187878439404907
2015,0.255431944608838,-0.451511671207347,-0.165866183101499
2016,0.461777251725125,-0.292366455090962,0.316642900719981
2017,2.23061736347679,-1.31162237814054,1.56494702649063
2018,1.59944752703098,2.04422279859518,2.23983982152632
2019,1.19012637535331,-0.0962800033200973,1.38107735964652
2020,1.66240454326906,-0.22729463101319,1.46354518918934
