"Year","OPR","DPR","CCWM"
2007,-1.10188898168228,-0.725879412392405,-1.26481527405796
2008,0.523447781456207,-1.43592311022095,-0.692184079844524
2009,-0.315958758944447,-1.08877154025002,-0.944134981918574
2010,-0.0873929932902534,-0.602857957909499,-0.571289310849668
2011,-0.0402990305082402,-0.352590606810612,-0.319817488659429
2012,0.964099063448779,-0.29928252422183,0.842007519374027
2013,0.822099823434765,0.637046645658197,1.50633825116997
2014,0.119203386456236,0.005143459698295,0.115561672676277
2015,1.14409872557904,-0.182400646498439,1.36838325176183
2016,0.0951697474451451,0.353106099739207,0.481388041164542
2017,0.836296405451818,-0.984474561290974,0.122932765153551
2018,-0.53622593748443,-2.50396562261669,-1.72760416472355
2019,1.60066835744443,-1.02803895383198,1.07734021893608
