"Year","OPR","DPR","CCWM"
2007,0.134707484016493,1.41811267617623,1.15846901130489
2008,2.31076453798479,-1.32475230587979,1.13041094886548
2009,1.77704441675967,-0.309779892677694,1.09429036422178
2010,1.15566225440697,-0.0291330922848636,1.0233162627837
2011,0.271707073133786,-0.0903514457068646,0.197816873784141
2012,0.67823577395543,0.123173921356489,0.893873419444137
2013,3.16981110867942,-1.20001683342691,2.6312113059889
2014,1.37186119250971,-1.79201200117426,0.000109439147379555
2015,3.83457647611272,-2.89247439718783,1.9687311841967
2016,2.10061765675318,-1.3733170213526,1.39676691427295
2017,1.29520511752526,-1.19030885920696,0.505141482808073
2018,1.43266257757419,0.528302497871564,1.30663963915222
2019,0.763645975014102,-1.6412824528987,-0.485209923838907
2020,-0.402465500056729,-0.121327273734745,-0.46747482322929
