"Year","OPR","DPR","CCWM"
2007,1.50234657260407,-1.57853810098446,-0.214845855578234
2008,2.4972034538479,-0.907094959544807,1.65953028806131
2009,1.75693449487669,-0.399113014784223,1.02106920874046
2010,2.76256091801369,-1.56226817375337,1.22777907058672
2011,2.45544692651081,-1.42886398887101,1.301688545023
2012,1.80856609496037,-1.77116377773308,0.486482372339142
2013,2.07951176890422,-2.01086660283859,0.663012929930649
2014,2.97503278209185,-1.21555133169071,1.91871981155138
2015,1.77439928106779,-2.07960285935027,0.0605507376293354
2016,2.27722370888606,-1.14428715194036,1.86099433866555
2017,1.58995730109243,-0.990161778059887,1.06346681676066
2018,2.0747315283975,1.17615000981899,2.11299814130736
2019,1.96850712138867,-1.48028481849491,1.13737857564913
2020,1.68673480041834,-0.954091412693147,1.02077208521913
