"2002","OPR","DPR","CCWM"
"frc80","15.5601505184005","9.02751898347455","6.53263153492599"
"frc368","13.5008143136544","10.661883405412","2.83893090824242"
"frc399","11.9791697240465","11.2352970105497","0.743872713496843"
"frc702","12.8766724988722","16.3155117768527","-3.43883927798043"
"frc498","6.52302244127692","17.6892032728134","-11.1661808315365"
"frc861","16.1377857319001","12.5000529614498","3.63773277045023"
"frc691","10.7169074178892","12.3805427578656","-1.66363533997639"
"frc524","14.4291576296202","10.7367856242407","3.69237200537953"
"frc22","13.7909524496504","7.87050776630296","5.92044468334743"
"frc597","11.0693558641736","16.6700919876261","-5.60073612345251"
"frc980","12.9562567584986","12.5580138506807","0.398242907817837"
"frc974","4.96964255884464","16.6523141479269","-11.6826715890823"
"frc114","13.6066488229976","12.824546117974","0.78210270502357"
"frc968","15.0467792384605","15.4001381832193","-0.353358944758753"
"frc995","6.90344692593919","13.752050289757","-6.84860336381779"
"frc698","14.8695897003546","15.3038300403968","-0.434240340042201"
"frc988","7.92087649921358","17.7223036430713","-9.80142714385769"
"frc634","15.5332114338319","11.8204017022915","3.71280973154036"
"frc987","21.9726762289697","4.61640472369113","17.3562715052786"
"frc697","9.52436377954094","16.4922562921352","-6.96789251259423"
"frc981","19.3901341631079","15.6783755205975","3.71175864251048"
"frc64","11.8231536851279","13.0041887910472","-1.18103510591923"
"frc701","12.1856525520965","14.2567284399935","-2.07107588789701"
"frc599","10.332774902523","11.6818110772699","-1.34903617474689"
"frc989","14.4566726785027","14.8078916585901","-0.351218980087463"
"frc362","15.5624665572403","19.6552237855007","-4.09275722826037"
"frc991","17.2205617952518","9.22115799342272","7.99940380182908"
"frc259","16.5378115603759","18.5091003532294","-1.97128879285346"
"frc850","15.7465907876608","21.4014517453778","-5.65486095771703"
"frc589","11.9871846300064","11.5117429111867","0.475441718819757"
"frc478","18.0114292702925","17.0450773955604","0.966351874732108"
"frc256","12.9240116934969","13.498845124755","-0.574833431258085"
"frc591","15.3897743121566","16.1602535094116","-0.770479197255035"
"frc60","17.3608392372068","5.14594977783473","12.2148894593721"
"frc330","13.2402187562821","7.98190326130911","5.25831549497298"
"frc851","14.4391835713168","7.43153313014021","7.0076504411766"
"frc853","12.2079398208693","17.289407025896","-5.08146720502678"
"frc580","8.34918727082647","9.13177576319751","-0.782588492371044"
"frc842","21.2954735419492","9.48855768759089","11.8069158543583"
"frc898","14.3562156405971","19.7424861249629","-5.38627048436583"
"frc576","13.2993859197334","16.5564876315943","-3.25710171186084"
"frc598","5.73239961676163","14.029569310814","-8.29716969405233"
"frc294","12.3718409863366","18.0730558371239","-5.70121485078725"
"frc687","18.4179343053305","19.2237073683947","-0.805773063064258"
"frc295","12.5975867332563","16.3085405712835","-3.71095383802711"
"frc585","17.3122226264674","12.4391263644619","4.87309626200556"
"frc207","14.722698164857","12.5316486020685","2.19104956278852"
"frc606","10.0137887779557","18.7894523468353","-8.77566356887962"
"frc696","10.1368434039733","13.8157034291022","-3.67886002512893"
"frc700","17.3552949078159","13.8366043987655","3.51869050905046"
"frc812","7.27252227902928","22.8759462862097","-15.6034240071804"
"frc492","14.4856916214987","12.5697579732085","1.91593364829015"
"frc867","14.2308079095059","16.0771040063577","-1.84629609685174"
"frc376","11.8458663489258","7.95859793616578","3.88726841275998"
"frc992","15.6884592761255","15.2750158299308","0.413443446194684"
"frc990","9.67352424808503","15.5774551529813","-5.90393090489632"
"frc410","12.9367922229783","20.349131204875","-7.4123389818967"
"frc996","12.1829396554451","20.8659691081545","-8.68302945270936"
"frc962","12.3728952556781","14.501777832907","-2.12888257722894"
"frc848","16.1689626095175","16.9378144382671","-0.768851828749607"
"frc173","19.1725581044464","13.4625074811714","5.71005062327492"
"frc71","12.1634556195361","5.98779362371932","6.17566199581675"
"frc66","14.4457790975245","8.72093165404257","5.72484744348189"
"frc233","13.6390403650881","14.4260829239239","-0.787042558835816"
"frc25","4.85468638563363","10.2764267226632","-5.42174033702961"
"frc118","10.7434670685035","9.03375298281545","1.70971408568809"
"frc311","14.2264950180483","9.55076552430205","4.67572949374623"
"frc308","9.35817111932837","11.034416926543","-1.67624580721468"
"frc180","19.4087090874145","6.26062061776829","13.1480884696462"
"frc144","13.9105337300411","17.9457940230843","-4.0352602930432"
"frc195","8.97749252103258","8.10321929986513","0.874273221167453"
"frc88","12.4936813651208","14.8898068987737","-2.39612553365289"
"frc571","15.2892871722298","15.3651453852232","-0.0758582129934613"
"frc839","19.3804897463123","12.7097644976674","6.67072524864484"
"frc138","15.9983221319188","11.0836203802684","4.91470175165035"
"frc95","17.5437394322031","19.449934495545","-1.90619506334187"
"frc505","16.7732088323198","18.6513980259102","-1.8781891935904"
"frc501","8.14974520333429","24.7137650442904","-16.5640198409561"
"frc38","12.7120895782287","5.77102010952732","6.94106946870138"
"frc96","15.9092733239478","14.4934078196666","1.41586550428124"
"frc241","8.6425449798972","13.925583159597","-5.28303817969983"
"frc271","14.5835131073093","10.5455562313304","4.03795687597892"
"frc175","20.7753252169181","16.5939115375855","4.18141367933261"
"frc716","6.70213379413012","9.59398370891634","-2.89184991478622"
"frc287","14.5025096514687","14.3922583328634","0.110251318605311"
"frc237","14.3909910489691","14.5423127864868","-0.151321737517705"
"frc512","13.033293604404","25.3812988948287","-12.3480052904247"
"frc348","15.6673104879228","7.93822145682467","7.72908903109811"
"frc126","24.2468390203023","27.6283286998314","-3.38148967952906"
"frc319","19.1098733715955","15.31256500788","3.7973083637155"
"frc103","16.3323962504775","15.1700102842839","1.16238596619362"
"frc236","18.8821646614425","23.9686160386164","-5.08645137717388"
"frc178","11.5142273533887","16.6641318723285","-5.14990451893982"
"frc230","11.0961253533144","10.4404913498203","0.655634003494161"
"frc140","19.6640878666153","23.4349539000401","-3.77086603342479"
"frc151","10.1861887832044","10.147461373286","0.0387274099184527"
"frc131","12.8932135067916","15.48622865383","-2.59301514703845"
"frc809","12.1949579595197","20.9940364745345","-8.79907851501485"
"frc984","9.70223915548924","23.8886144541849","-14.1863752986956"
"frc394","-0.457268694751917","7.15539136054673","-7.61266005529865"
"frc145","12.13699391785","8.93032116934153","3.20667274850845"
"frc293","20.2792268435725","14.87634851928","5.40287832429247"
"frc811","14.9943577885108","14.5127740840789","0.481583704431866"
"frc213","20.9701103074742","12.7118298229073","8.25828048456682"
"frc546","15.7386188406865","16.8190105674318","-1.08039172674531"
"frc40","8.23718275268117","23.8677784299112","-15.63059567723"
"frc133","15.0963869543435","10.2452762968549","4.85111065748858"
"frc782","26.624779712291","22.4449633111764","4.17981640111464"
"frc228","15.4278904279843","19.4346431345045","-4.00675270652023"
"frc467","15.7018735673434","12.7220283411428","2.97984522620064"
"frc562","21.9987557285631","13.7850275779503","8.21372815061281"
"frc166","20.4993866376042","18.7198624844984","1.77952415310573"
"frc177","15.4633945417873","21.4620924611036","-5.99869791931632"
"frc246","17.4949453139342","26.1856447708785","-8.69069945694436"
"frc42","21.1599938306368","16.6186947780933","4.54129905254351"
"frc500","10.1793490555149","31.2887077131074","-21.1093586575925"
"frc134","16.3903061506177","13.7986599228324","2.5916462277853"
"frc238","21.0274002288971","13.8926431803463","7.13475704855077"
"frc521","15.9579569312928","14.1959420302785","1.76201490101429"
"frc250","12.2149731839911","16.1364936397138","-3.92152045572269"
"frc58","21.8800448047592","7.56702071653586","14.3130240882233"
"frc155","7.21074992709186","15.7198280957214","-8.50907816862953"
"frc999","10.9753626395085","17.5099937794604","-6.53463113995185"
"frc69","22.4389159494061","6.18246509040663","16.2564508589994"
"frc176","14.610375300118","12.7478297001847","1.86254559993329"
"frc121","19.591537075561","11.4076493336442","8.18388774191684"
"frc596","9.91101919705087","15.0751299170486","-5.16411071999774"
"frc558","15.0110830866389","22.1704865038811","-7.15940341724221"
"frc97","13.905768033032","15.9117242910418","-2.00595625800982"
"frc125","13.929041081986","14.0421107483418","-0.113069666355761"
"frc157","18.4895431776224","15.1133244861644","3.376218691458"
"frc181","15.8285586666415","17.7613644521736","-1.93280578553205"
"frc186","10.6831785937562","8.50849704288594","2.17468155087028"
"frc343","9.02463541124571","9.80436398537812","-0.779728574132402"
"frc105","11.8097724447432","16.1635416092027","-4.35376916445948"
"frc278","16.1178741464315","16.479205633357","-0.361331486925483"
"frc393","7.82149471799764","17.2767868905965","-9.45529217259888"
"frc804","17.5983727789128","10.8807342136892","6.71763856522354"
"frc179","9.97147299755894","14.3543462000081","-4.38287320244913"
"frc57","14.3935645944976","7.89678863391287","6.49677596058473"
"frc411","17.1381900306116","20.0983105456044","-2.96012051499273"
"frc61","9.13194642188952","5.44909576632334","3.68285065556617"
"frc79","13.7010871324145","12.8213370701465","0.879750062267957"
"frc415","11.2475496363017","16.1539047396956","-4.90635510339385"
"frc59","8.05550940532708","14.1429574210586","-6.08744801573157"
"frc588","15.7609691277789","20.0651781766853","-4.3042090489064"
"frc408","11.0824838566155","23.0975748549972","-12.0150909983817"
"frc685","16.8393405692335","17.8542641748165","-1.01492360558304"
"frc866","10.5759389059441","24.803553720974","-14.2276148150299"
"frc582","6.06897994208196","20.0418651930043","-13.9728852509223"
"frc801","11.1922933391804","16.5020988354671","-5.3098054962867"
"frc780","24.7941781704827","13.9093430292448","10.8848351412379"
"frc342","11.8925664842612","12.2019573954286","-0.309390911167331"
"frc168","12.6302748428208","11.8158817513078","0.814393091512981"
"frc395","15.1477775666014","11.7121281134212","3.43564945318022"
"frc946","15.9240115308273","15.0319382479633","0.892073282863997"
"frc386","14.6899636406719","17.6680353645474","-2.97807172387547"
"frc654","18.0794570906918","11.5624717113635","6.51698537932837"
"frc665","13.7372837002128","12.157646250339","1.57963744987381"
"frc832","11.9851972414343","15.703065083517","-3.71786784208279"
"frc267","15.5648374894659","6.94491213774765","8.61992535171822"
"frc901","13.347383068257","11.9146653444883","1.43271772376868"
"frc945","18.0770422246821","13.5380325906992","4.53900963398288"
"frc86","16.4154839221199","19.0525776219931","-2.63709369987313"
"frc547","11.9280641288025","14.9700092782197","-3.0419451494172"
"frc710","19.6572433887893","17.8658080683618","1.79143532042756"
"frc459","13.4528374635925","24.6750644527834","-11.2222269891909"
"frc21","15.8268177202062","13.2223203201166","2.60449740008959"
"frc108","15.2952152111704","9.48447043179343","5.81074477937698"
"frc690","12.6482654903035","25.5537131506538","-12.9054476603503"
"frc507","6.78147047130156","12.7991584033211","-6.01768793201951"
"frc212","11.3205470138365","15.0267868429126","-3.70623982907609"
"frc947","17.9968805016476","15.1994361172265","2.79744438442111"
"frc147","25.5801205383852","10.9735750062046","14.6065455321806"
"frc312","10.5228986704897","4.48519351031726","6.03770516017241"
"frc538","12.1008627616566","13.8064796080651","-1.70561684640849"
"frc247","10.6018286220514","7.85844697537785","2.74338164667357"
"frc68","12.9557826600787","6.64052721490303","6.31525544517571"
"frc274","12.5942383716523","14.6385892817322","-2.04435091007995"
"frc440","19.5832420791553","13.6769926414137","5.90624943774163"
