"Year","OPR","DPR","CCWM"
2007,-0.400080725815962,0.411869040416722,0.0507943695352401
2008,-0.214125791261638,0.231789307510331,-0.0137235747956381
2009,0.447960420491949,0.221255422349517,0.472012812859105
2010,-1.39223553175529,0.562834779773276,-0.802010738381234
2011,-0.288549579023598,0.732097116465333,0.294812442766499
2012,-0.813610857118718,0.927166089327688,-0.101046167071078
2013,1.78844560007497,-0.53822017672405,1.60519808433668
2014,0.587423381524511,-1.02976824788559,-0.188479751704326
2015,2.05966535476099,-1.60583268546237,0.997567542149985
2016,-0.0113978306583785,0.573952211088653,0.56271600812893
