"Year","OPR","DPR","CCWM"
2007,-0.356644287819398,-0.130182831208598,-0.330271186855251
2008,1.12445219186829,-1.73179651236702,-0.357536005885788
2009,1.81796694808886,-0.796510105700596,0.805208569118025
2010,0.717377030012039,0.245270026177077,0.850196514796308
2011,2.1194749233861,-1.54136081019341,0.879127180059798
2012,1.69144231106799,-1.6234204536876,0.484832185482833
2013,3.15405454464307,-2.00936306939839,1.90973371939392
2014,1.52783606544683,-1.09889008673754,0.64439880823184
2015,1.15911934998381,-1.26717587994654,0.144338400108418
2016,0.620383993776388,-1.0689397558268,-0.255282324702087
2017,0.665131871492167,-0.757572596745963,0.12168995416191
2018,1.42550542716285,0.0276550373864142,1.03265966934603
2019,1.69166518830065,-0.860977686211129,1.33437700143766
2020,-0.359993188743748,-0.86837730812514,-0.905679407671455
