"Year","OPR","DPR","CCWM"
2007,-0.342990926661294,0.106018989048714,-0.143028785080663
2008,-0.535400150551302,0.170422976650527,-0.375888038691099
2009,0.0139077120906136,-0.761026547702038,-0.488550880513375
2010,-0.394101263870743,1.15010590442691,0.581739828581518
2011,-1.06696416478096,-0.559677046521891,-1.50260199176042
2012,-0.0306959186605382,-0.695937608016975,-0.664229276054141
2013,-0.141675044426139,0.4720908073536,0.245980902538071
2014,-1.1220713259962,0.946597472023923,-0.373009237174081
2015,0.753971001943257,-0.316281327272561,0.676781188048078
2016,0.638887476310581,-0.240435122046157,0.603252738752641
2017,-0.0789935537408417,0.313395957051569,0.195852133613721
2018,-0.024339011813549,-1.49745092700826,-0.821575232022286
2019,-0.015966650676876,-0.473431250855613,-0.430699181098395
2020,-0.186972957548148,0.529479184833099,0.158714995484069
