"Year","OPR","DPR","CCWM"
2009,-1.73029083394256,0.0367551520174204,-1.23907324259417
2010,-0.896748057622542,0.185937106619722,-0.660727574512117
2011,-1.21000879425591,1.55827111419609,0.0364611259235622
2012,-1.56487635671569,1.70017514352722,-0.269443141098183
2013,-1.05412247155525,2.26274014922924,0.744276709549476
2014,-0.818852124436223,-0.463884379833154,-1.1016924784404
2015,-0.569557273760841,0.0911791998073302,-0.680779334370229
2016,-0.945442126984631,1.09815217710608,-0.145386971660404
2017,-1.2835827503839,1.23672912609149,-0.446860253158943
2018,-1.49872975773293,1.89295894493497,-0.0534872107243791
