"Year","OPR","DPR","CCWM"
2007,0.0198712961901962,-0.876868377970959,-0.649221206981508
2008,-0.654264250501001,-0.768616417806254,-1.27488426593452
2009,1.43703952915059,-0.277266813325264,0.867383569141637
2010,1.52683071622762,0.0825366244057488,1.45077123036936
2011,0.475391059967983,-1.61135443064713,-0.807313882770212
2012,2.17666909935052,-2.28571564861339,0.446296159852278
2013,3.82262918365843,-1.88865099599684,2.78950667641404
2014,2.00725159968715,-1.24914237601677,0.986371897079688
2015,0.928841857209533,-0.323826843839602,0.909265520261769
2016,2.48791379386961,-1.51553651367296,1.76601803294541
