"Year","OPR","DPR","CCWM"
2007,1.38506724286931,-0.644870779876176,0.413910044014097
2008,-1.07095349520812,-0.475262445392366,-1.43325353556447
2009,0.52563411219585,0.0435574732015987,0.412270495167652
2010,0.18804504223825,-0.722894488452556,-0.419710886244304
2011,0.304001430391653,0.553078983366592,0.740525844955898
2012,-0.190516521573434,-0.0478257128161638,-0.263039578500991
2013,1.48393929526509,-0.359896965938836,1.40720921620506
2014,-0.925222641179837,0.793872874289605,-0.297987916481106
2015,-0.0135039746432983,-0.51666695097226,-0.611486666401489
2016,0.199366572664264,0.423887226941942,0.690503781583663
2017,0.133009938863957,-0.224621627666943,-0.0444969405147422
