"Year","OPR","DPR","CCWM"
2007,1.88888893408787,0.580016006768081,1.6665466471753
2008,0.319548407637699,0.0125658717103001,0.319752940737735
2009,-1.24329267462875,-0.985081360874541,-1.55316518061037
2010,0.0174344169359843,1.42391709917232,1.178124111637
2011,1.94792052534436,-0.633489119409768,1.42950349134672
2012,1.28275378319066,-1.4625754813944,0.158598848456081
2013,0.770651781061563,-1.13552780974519,-0.0934250537269767
2014,1.3504928238912,-0.986086829725741,0.559004353521045
2015,0.715409143284398,-0.994265082299823,-0.154367504473372
2016,1.07557133525458,-0.451294608162802,0.968747973983362
