"Year","OPR","DPR","CCWM"
2007,2.11598239039316,0.156244856066542,1.49425117479774
2008,1.97832157329914,-0.580225067906296,1.43023872219702
2009,0.0637303138990796,0.35616643900727,0.279922210745439
2010,2.6829642516817,-0.363631392272456,2.13409358232728
2011,2.2120506018714,-0.576936240073436,1.73639827574746
2012,1.59868013087942,-1.69097252578815,0.316762499775164
2013,1.38085088165235,-1.65992048804166,0.158178409445864
2014,1.1995152277207,-0.244329407913939,0.950171239450594
2015,1.49877984360397,-0.159434410892516,1.88383319538663
2016,0.252961547703766,0.261034034291413,0.59747023602914
2017,1.1654193041526,-0.375701484166478,1.10902703195422
2018,1.8733951903678,0.185505526962039,1.43722463977126
2019,-0.131534258203571,1.36535709087777,1.02357261431138
