"Year","OPR","DPR","CCWM"
2007,-0.608234542882226,-0.0923046756607168,-0.465306495073277
2008,-1.08343115768313,1.15053581133618,-0.0880296850619808
2009,-0.467492391051392,-0.692509200321145,-0.795086254603105
2010,-0.221566289007721,0.817679272506381,0.466710438552343
2011,-0.048928203453651,0.328772525686331,0.212402579988342
2012,-0.944245150006498,0.527436263505208,-0.612951992331944
2013,-0.48010188768673,-0.467043499542149,-0.962246110817073
2014,-0.746212772142308,-0.392501128746206,-0.98224464781223
2015,-1.14959364798992,-0.174470339575395,-1.78546294953807
2016,0.153412993010816,0.153558722962996,0.35756457973235
2017,-0.563801177384904,0.402524183582771,-0.328714354842286
