"Year","OPR","DPR","CCWM"
2007,1.78497594813318,0.295406386899575,1.38404406119956
2008,1.8876212734269,0.238390544533378,2.02588036524706
2009,1.61369493381265,-0.900465281704019,0.587962218369198
2010,2.10138575903701,-0.830888958348749,1.2257325153909
2011,1.56485622098735,-0.787086276215888,0.927607518387691
2012,0.36203920653609,0.030442376412495,0.445243872708345
2013,0.127312576823072,-0.140948711104482,0.0250916735316284
2014,1.11220164979319,1.04153491891055,1.79195097214264
2015,1.77769498031846,-1.23933222160641,1.02928921153939
2016,1.28458880960056,-0.465370360966549,1.23112443681215
2017,0.992728917177927,-1.02462145733109,0.281474975669755
