"Year","OPR","DPR","CCWM"
2010,0.707152093583464,0.0741616388884594,0.701258274863531
2011,0.234815708143879,-0.894696710709041,-0.477166081419712
2012,2.55508943234525,-1.87363734485662,1.25526654529737
2013,0.109632313169816,0.706289768737292,0.740738751912075
2014,1.41821075000785,-1.10463989795689,0.537390124971042
2015,0.759725574226095,-1.32595122324696,-0.473859448792032
2016,-0.44569830364161,-0.102924354199593,-0.693307445251753
2017,1.31614511856595,-0.611348411458061,1.07638662272923
2018,0.095102164283062,0.267802206262401,0.211724336225826
2019,0.213422833846491,-1.26259273664865,-0.833570013882362
2020,2.0636338791008,0.261997058368217,2.16591660103706
